Altitude (m),Airspeed (m/s)
4261.636145786382,66.89439049546306
4253.449287748896,63.13634000794607
4246.004889705218,62.704345941489194
4237.720493473113,61.749348571901024
4230.4986574258655,62.15265964242334
4222.008988027461,62.67180070372715
4214.4852517982945,63.11349857881914
4205.316140055656,63.691846283544976
4195.063045970164,64.27616191274608
4185.175407836214,64.84953926128513
4176.203281357884,65.34913238198568
4166.994500748813,65.83078213731955
4157.562324053608,66.31656591639694
4148.638236493804,66.7785959835714
4138.581902737729,67.25169232010467
4128.199404288083,67.74051324022795
4119.4014639202505,68.12631297901135
4109.225803175941,68.58642966329697
4099.171771673486,68.99677481265631
4090.4957975028083,69.35347152324215
4079.1956225438043,69.81179648314526
4068.8347025122494,70.19686040413438
4057.401568055153,70.6145317518364
4045.7121668541804,71.02092692605414
4033.9038198813796,71.41692097565443
4023.495288800448,71.74658137532361
4012.4570384714752,72.08356309694015
4001.5708183422685,72.41167860968183
3990.516167891212,72.72183642103512
3978.4479093179107,73.052711321719
3968.218294355087,73.32316956524747
3957.106380778365,73.59598416243257
3946.695449409075,73.85278205043682
3935.7461766824126,74.1092088103991
3924.8845937661827,74.3495597571046
3911.936015000567,74.62705565953215
3900.819753419608,74.8533639260151
3889.8537919670343,75.06774319869909
3879.3135961648077,75.2651231175801
3868.222683007829,75.46185740660168
3855.3021967997774,75.68462709561985
3843.826587587595,75.87485012120428
3832.5281631452963,76.05354297597553
3821.4911830490455,76.22061541568178
3809.2227446902543,76.395786774294
3795.899225571193,76.57817066429139
3784.7984388368204,76.72160586109507
3774.3039996568114,76.85239524530029
3761.1242166534066,77.00700955217702
3749.812427931465,77.13260354085433
3738.4426509402692,77.25763854770311
3726.864712253213,77.37176276250652
3715.267456524074,77.48627449686953
3702.0289828544483,77.61026750062678
3688.226796362549,77.72629525065308
3673.48455892317,77.84657699589258
3659.1076037986204,77.953404224838
3643.830769373104,78.06304450147115
3627.259560957551,78.16892277838305
3613.2943844040856,78.2535392395063
3596.5232038591057,78.34491405716543
3580.649614592083,78.42387413971753
3565.0601896224543,78.49563754250542
3554.736518601887,78.54017096562058
3544.402000822127,78.57888752084256
3533.3058253843337,78.62234365409682
3521.9850906776264,78.66103470936002
3512.1718062749133,78.69229429292223
3502.723178911954,78.72080874106305
3491.234415625222,78.75219026318238
3480.0967178605497,78.7802276631428
3468.721043012105,78.80626596402865
3458.1778873633593,78.82777841095096
3446.8087065229192,78.84846090986271
3437.6198029359803,78.86405334903998
3426.0099461339414,78.88084640588343
3414.2635878920555,78.89558508293183
3404.801406186074,78.90572711899075
3395.379112124443,78.91458875129885
3385.271731544286,78.92239748926903
3374.0303429495543,78.92921862645584
3364.2209498509765,78.93354399131346
3354.4263612683862,78.93652106692208
3342.3945053536445,78.9382792614099
3332.50812013261,78.93831564126009
3320.8385954638943,78.93667041002475
3309.9306678082794,78.93354691815154
3298.297703116201,78.92867268019751
3288.026252694428,78.92294916348965
3277.114686257206,78.91538566647293
3266.304788561538,78.90680476089203
3255.3855936825275,78.89670524045957
3243.1578625058755,78.88401481119814
3232.614770112559,78.87174099567264
3221.8239845717326,78.85829490145149
3210.9341528462246,78.84369410446581
3199.676067104563,78.82716869378793
3188.986079370603,78.81026127596697
3177.9876926653087,78.79253332802789
3166.880067816004,78.7731289117327
3156.1537768617272,78.75354629177426
3144.2280476223677,78.73055432114258
3133.4443687750027,78.70930374956052
3122.5829221056774,78.68653093970359
3111.639900835231,78.66305920080744
3100.8717310503125,78.6390919081055
3089.9460529321805,78.6145865881115
3078.9319058666006,78.58864651433265
3069.362706287764,78.56515037722691
3058.7242938168347,78.53899534234905
3047.1995935449377,78.51017110708254
3036.2481399001554,78.48119577749688
3027.344285405241,78.45706729523872
3018.099760566838,78.43278596573805
3006.7153525166214,78.40168867009439
2997.168682783842,78.37504118825314
2986.243706596084,78.34329471065242
2975.816169817932,78.31348900033898
2964.189404260367,78.28001835247554
2952.8950586644933,78.2450580695743
2943.674833561294,78.21740154195464
2934.4773612879217,78.1889135067387
2923.4858927354217,78.15466805768428
2911.4447792666033,78.11662922368359
2900.3045319160447,78.08205982424367
2890.241127588786,78.04924278894244
2880.5043930262327,78.0177045919174
2869.8352076755837,77.98219652524404
2858.7562052803114,77.94605117218747
2847.30883798562,77.9076776709234
2836.275535066612,77.87045684780621
2827.029206446372,77.83869344395866
2815.950633940287,77.80065057627117
2805.3303483258933,77.76388706158625
2794.5278667015955,77.72695748836848
2783.840310544707,77.68884376734138
2772.007442346774,77.64711531989882
2761.3667585244402,77.6094118090315
2750.38633370772,77.5701839215001
2739.554220621474,77.5316477708085
2728.879303248599,77.49253348903142
2718.5396257620305,77.45515429137065
2707.6803294001147,77.41553003560608
2696.933563031256,77.3756406081209
2686.1538717253134,77.3358044349044
2675.569229964167,77.29685768312937
2666.406399617903,77.26341209082571
2657.764560621232,77.23032003410988
2645.6434008469805,77.18487261835034
2637.1109756687656,77.15292085443934
2625.987070882693,77.11153209912088
2615.623285229318,77.07202894584012
2606.378457799554,77.036887150939
2595.5639221072197,76.99659480326082
2586.9311199942604,76.96263130900287
2576.6444455441087,76.92356542548653
2566.3283090582117,76.88357024164394
2555.6167640630156,76.84427282997082
2545.2752801934257,76.80302018125428
2534.573512595147,76.76216382227744
2524.041680565104,76.72115972034874
2513.2846134873107,76.67955012668564
2502.576531464234,76.63839558494445
2491.622838139534,76.59586200012798
2480.7122464617714,76.55275944099205
2470.816951234825,76.51412800047311
2459.88558912836,76.4726789893338
