Altitude (m),Airspeed (m/s)
4266.998085073195,0.0
4266.762362461537,1.522704446507337
4266.153403747827,3.4114545331982984
4264.413817276247,6.736062355531182
4263.5683462983,7.854619312351149
4262.396279790439,9.086570513607638
4260.781711322255,10.52546332957967
4259.121181364171,11.846684944300307
4257.31572967954,13.113591411997557
4255.439322604798,14.23968662977497
4253.3394765025005,15.408331162527311
4250.762314976193,16.5634968684786
4248.527074131183,17.40093376175534
4246.0820134291425,18.100261443544934
4242.987703752704,19.045542074329394
4240.205715397373,19.928982662699713
4237.272987299599,20.45017277907777
4234.347037544474,21.002212025021574
4230.959006521851,21.89714611935245
4227.673363460228,22.789356388882087
4224.245794270188,23.662923226926697
4220.264231717214,24.68690475194004
4216.22665359918,25.723176149481258
4213.028896400705,26.665518381005747
4208.660288514569,28.003414583539385
4203.738808025606,29.418887668985263
4199.614155529067,30.238537986860614
4194.748773231171,30.597818454052696
4189.824825040996,30.93539708556582
4184.358669139445,31.725548684122824
4179.420551525429,32.66181792513086
4174.06227464322,33.76841211341287
4168.43806272652,34.9132617145625
4163.288038599305,35.893288650486944
4157.561446708627,36.8681574700033
4152.346791319549,37.64150896201616
4145.910555464216,38.35304377846182
4140.526801051572,38.73857904267128
4134.245506909676,39.134591993167795
4127.946286778897,39.55007690426127
4122.11326487083,39.90837934004356
4115.882643442601,40.16983299092601
4109.030800752342,40.51581846900725
4102.84915118292,40.992661680241255
4095.9784834831953,41.99822087128061
4089.8533847406507,42.19263122415018
4083.4836465604603,41.71211444902391
4077.512645497918,41.285255989629185
4071.8794900085777,40.91194126445223
4066.3737051161006,40.47465805498713
4060.578056341037,39.79445785951033
4054.362266847864,38.37501570280299
4047.748639706522,36.79196733096596
4042.0206666626036,36.27868007470858
4035.830872436054,35.74232120648999
4029.237306041643,34.88787646073582
4022.734791725874,35.021241078810135
4016.3626468600705,35.06735661408094
4008.9271572250873,35.23022605873884
4001.9356497405097,35.66235535732207
3993.357314524241,36.33681478640496
3986.35548457969,36.97554820943839
3978.673815716058,37.81940569285663
3972.7220310447738,38.90252324449771
3967.0540987411514,39.58967173485971
3961.3371627572924,40.037197945602976
3955.7526561925188,40.56410204590623
3949.761002006009,41.453953408385615
3944.1855620257556,42.53972873952188
3938.880351571366,43.520753551752584
3932.402283125557,44.546941453965296
3925.686188718304,45.22127213536605
3918.9573804447427,45.79096802861273
3912.976849338971,46.57968911845199
3905.7528994316235,47.583927891024985
3898.996124674566,48.302272245271766
3892.5659717004746,48.63997951954153
3885.5590613204986,49.22734461663961
3879.079582957551,49.91974530633618
3872.143557880074,50.40620164464041
3864.6683979695663,51.12592615186263
3857.5237603196874,52.028655289697994
3849.381485347636,53.02073159925475
3842.4955034432933,53.639999966876644
3834.522266984917,54.13518591041966
3827.1609743265435,54.553037785815235
3819.1811324069276,54.78262016155746
3812.1918605593964,55.144829245712465
3803.8987193917856,55.628973648981976
3796.0350080654025,55.64582959316337
3788.0208368860185,55.729333048702145
3779.674375029281,56.06737494795122
3772.4235291155055,56.49911049935344
3764.511555761099,56.823463120105046
3756.513857949525,56.884599633562416
3748.1062804032117,57.18664243133162
3741.074861820787,57.50213394021232
3732.8984240870923,58.105906072147945
3724.7251690737903,58.69634612731425
3716.307920950465,58.537319963328656
3707.73415649496,58.72187431004091
3699.151530455798,59.01366771547507
3691.9996028421447,59.37365348644341
3682.4949136236683,59.997194724558305
3674.8982250671834,59.82559256964589
3665.8103413023055,60.125361805819445
3657.307932112366,60.847948095133425
3649.862310077995,61.30927559143615
3639.5192983336747,62.108020750533406
3631.798455607146,62.847606914221004
3623.259186883457,63.5652546723637
3614.3766415361315,63.992278500062
3604.6086540091783,64.41076299328861
3595.8458881173283,64.93846549002065
3587.6038150852546,65.5813552056872
3577.9241560641676,65.78136089530229
3568.0426610009745,65.5842517998389
3558.9145553736016,65.95885191354445
3549.746857638471,66.41271689603792
3539.8103540064767,66.50078218970364
3531.2223676340654,66.37810363033326
3521.8448505643755,66.369242061038
3512.131878282875,66.60016150306377
3503.7120083021,66.98528185015444
3492.424896691926,67.43924293979435
3484.2148680174723,67.57525269540989
3473.9850889630616,67.55738269333044
3464.093167496845,67.22054256859893
3455.943630420603,67.31255185232487
3446.173977985047,66.73770990943983
3435.584340374917,66.25320743561409
3425.9444340784103,66.24850744813918
3417.483589255251,65.98032653536202
3407.6597176175565,65.72038825352998
3399.5971871325746,65.58054968087302
3389.408788365312,65.02967172409143
3381.1397643182427,65.17278305915627
3371.3701172322035,64.9384829875291
3361.3253711732104,64.94899974900228
3353.501207014546,64.7405429492413
3343.8986260527745,64.41865128417682
3335.3576898192987,64.51721277554574
3326.246614583768,64.7889417974834
3316.728349247016,64.45794483825827
3307.15392771177,64.31055305685283
3298.211708110757,64.17072674567196
3288.9962837584317,64.08192959304816
3280.4313922962174,64.25165397783502
3271.5388310765848,64.1237256191167
3262.7534718532115,64.39186228238381
3252.8679935075343,64.64895409049784
3244.838739262894,65.10916518028365
3234.8576567899436,65.75839181099576
3226.7215657504275,66.19990037166232
3218.6567487223074,66.4666606485294
3208.3594782892615,66.73191312054699
3200.012683304958,67.09519276349039
3190.105637454428,67.59641507137995
3182.2003767834976,67.6601701348301
3172.4270619954914,67.22744715044823
3162.750645786524,67.42280865169458
3153.146418400109,67.97747873132332
3144.160660427995,68.34963767912646
3135.039779392071,68.33107834510044
3125.635338306427,68.58358507555876
3115.606062279083,69.20417032830392
3105.4013463491574,69.73874217584371
3095.8008722169325,69.94843497462985
3085.7858187779784,69.9999410430157
3077.5089873485267,70.14176264892781
3066.6105783954263,70.37521589269919
3056.814640706405,70.08451910655118
3045.629883970134,69.96240090228527
3036.394404757768,69.83575259359985
3026.1048389412463,69.96735385450083
3016.3292956268415,70.08538994814243
3006.6121760867536,70.03502511715628
2996.6635236311704,70.01031939506532
2987.6993627138436,70.15399150165797
2976.901835117489,70.4926980311831
2967.1608943315223,70.78289383946
2958.5381676219404,70.96680283738928
2947.8057067040354,71.21764046380677
2938.565822417848,71.40670737951056
2927.646444858983,71.91458246043635
2917.4983989251778,72.38130035689609
2907.577939849347,72.09011587636897
2899.6085272990167,72.00764826222158
2888.990271556191,72.0209066391732
2878.4807251608,71.95035661642277
2868.468755615875,71.5953224175396
2859.1907396912575,70.92813059835665
2849.6706767054275,70.95878477617026
2839.7679603109136,70.83549861724481
2829.6340781226754,70.80701603907903
2819.8612039908767,70.55396959206266
2809.9042330589145,70.2800021084271
2800.2773046251386,70.48782564341684
2790.390821620822,70.78462676025734
2780.532687672414,70.79203005021618
2769.9679892966524,70.64906841110765
2760.9188601579517,70.6696150048406
2752.0363047523424,70.64411490846588
2742.523574997671,70.78231362282315
2732.471731956117,70.47875700705295
2722.8990535251796,70.4713687216964
2712.7915194230154,70.79383037527614
2702.0997103378177,70.82822062304328
2693.13220566418,70.8259121229427
2683.253786946647,70.30225140826568
2674.04125281889,70.10271467464737
2664.060684369877,70.02211103277759
2654.2795656006783,69.56622428923698
2644.716713306494,69.244368519337
2635.094340325333,69.00174761195746
2624.254107236862,69.01602444166909
2615.6853436268866,69.1945620027405
2604.7860577190295,69.2710545033171
2595.194897463545,69.13624906777747
2585.6126639517024,69.23279878737728
2575.9727068236098,69.57155513343635
2566.0049453331158,69.6227319262525
2556.039368717,69.49996212889461
2546.0210638791323,69.22187799774325
2535.6244389964268,69.30532426286864
2526.2057008417323,68.89314180553598
2516.359357391484,68.94314395532872
2506.77364532277,68.9418217852839
2497.1061251144856,69.03973099226386
2487.119731605053,69.30115434278018
2477.91076934617,69.27338329817044
2467.78585234005,69.44197847189821
2459.0104206353426,69.5846600311309
2448.383627262898,69.82842280094634
2440.1458284668624,70.03045404067373
2430.3483390668407,69.97568707617681
2421.666444286704,69.67269833648189
2411.0369270266965,69.3447957803121
2401.0571137825027,69.24499808111207
2392.0480742501095,69.18233496873857
2382.3421050775796,69.10871765450415
2372.679148268886,69.2555548852134
2364.3540492905304,69.48571922754641
2354.740953628905,69.63641210720262
2342.861574110575,69.70018037135331
2332.952826795168,69.99742943977422
2323.7880089161918,69.8313420759149
2314.274700802751,69.76098450400207
2305.071734103374,69.51086866444808
2295.974976675585,69.50816699177466
2286.3577473778278,69.39606904794489
2276.212438880466,69.25888266427475
2266.683407367207,69.25044484867254
2257.4481173399836,69.27184486826795
2248.087144275196,69.4917144356932
2238.0095456419513,69.74938001728313
2228.220061097294,69.80929024807577
2218.75155260507,69.66138430610782
2208.476077538915,69.73643786792081
2198.4044666215777,69.7274405955537
2188.8161797141656,69.64718158746629
2179.2755564479157,69.55335874736994
2169.5226439498365,69.76894620273748
2160.6422989824787,69.82291326030435
2150.702182237059,69.58133576589817
2141.9482848951593,69.72879937846004
2132.62435325142,69.81712147204807
2123.850906754844,69.9807840715271
2114.1793783623725,69.88855553558243
2106.4824113119394,69.71280897215442
