Altitude (m),Airspeed (m/s)
4266.999009710737,0.0
4266.873235861771,1.2982654195630268
4266.547954144888,2.720480293566746
4266.035413814709,4.106753860498095
4265.26513906382,5.588393997812572
4264.331245259382,6.9797288272064835
4263.341068112291,8.187855948197786
4262.023951631971,9.604201557642922
4260.498909701593,11.049769399253897
4258.861186710186,12.325183439957605
4257.071727473289,13.677144567495061
4254.737730749883,15.185223324292927
4251.875822432339,16.811170545532782
4249.49290577136,18.121764492295853
4246.557600338943,19.55725265296673
4243.361151479185,21.002680876371087
4239.620597157627,22.538289895530276
4236.595774562098,23.75363426288897
4232.58274134621,25.288489317066272
4228.572908013128,26.704738194075865
4224.567612416111,28.032571263040047
4220.491975767538,29.35647439553901
4216.15393033158,30.620593075372856
4210.918415101245,32.07245996261979
4206.030674878508,33.286406489499676
4200.695605335757,34.586840076124226
4195.196716870181,35.945001278434084
4189.936155663803,37.30686093389857
4183.88398168236,38.836657137239044
4177.8211885765195,40.29194243504469
4171.030704692006,41.88613883158951
4166.2402238845825,43.11599367080501
4159.319139124826,44.405434477737465
4152.580999365076,45.727832370830065
4145.793270368129,46.94034577519582
4138.1802430273965,48.325393146086626
4130.458658087067,49.69118956343208
4124.070618004538,50.794651814417485
4116.012269855477,52.187143348145646
4107.507959373295,53.70292291578887
4100.332220275886,54.972441296982744
4091.315451959148,56.52519507500508
4082.4457741370425,58.003947464405734
4072.8058101776987,59.569281024471785
4063.074588946998,61.12052364597481
4053.6122223353013,62.60595155432592
4043.8219534354284,64.09934225787977
4034.6203549858183,65.46180162880404
4024.274114624597,66.95232939537753
4014.571781010367,68.26253628193184
4004.4423829121515,69.61939133986445
3993.2363454261795,71.1493258982784
3982.5461691208184,72.59642022790861
3970.1781333060935,74.23691542163803
3957.5637116972357,75.88080539072266
3944.725456537679,77.50071308112923
3929.2028086585924,79.44111624188383
3915.188930204138,81.01069842147712
3899.2693505296484,82.78604425694944
3883.5233071148396,84.48142807912433
3866.0653022294864,86.42528209895886
3848.389870384708,88.36680682138413
3829.1044359384105,90.39380227167716
3817.304304039106,91.64739218540193
3804.200301687233,92.95631628070933
3790.7375441063195,94.25849366439925
3776.675968473777,95.64777811734461
3763.429617469199,96.98795172280458
3750.0771850747988,98.25180193664356
3736.1402436485514,99.63132662438207
3721.278120946139,101.05571335970883
3707.231622424908,102.31623095606068
3692.926813405007,103.56983839278169
3678.229071566835,104.85733434780673
3663.5343435024843,106.16211318668317
3647.9017206868157,107.5615700801793
3632.390366935171,108.95382043076106
3617.824351059273,110.23251995395478
3601.526476255618,111.5707660701289
3586.960206682794,112.69729674289201
3570.9904366768897,113.96179135783572
3557.096296931617,115.29802159023531
3537.818067492917,116.74156181653777
3521.238655000925,118.10620117755798
3505.153507405892,119.2866218806594
