Altitude (m),Airspeed (m/s)
4266.998919999227,0.0
4266.864818013273,1.388350716341071
4266.5520948516205,2.7026723601969547
4266.038727181964,4.124698627934397
4265.32981980592,5.5021093584414436
4264.414748825133,6.910762810826208
4263.395149626769,8.189098509296432
4262.1078890468925,9.571924400777862
4260.789386401884,10.813450736986281
4259.129245155491,12.201834351720123
4257.190216112882,13.645509110605088
4255.174410897307,14.984814184614153
4252.666937387548,16.5462295242766
4250.170716429129,17.94087724399742
4247.608439219184,19.28075952039969
4244.357680329122,20.835006126417102
4241.261734816246,22.233933697217346
4238.003855059855,23.616024713694042
4234.654836988077,24.93696495171465
4230.507570843212,26.522340627004326
4226.735032680444,27.851937933123274
4222.060693291016,29.413969438284635
4217.722245558165,30.835586273157933
4212.541719115339,32.40897483778738
4207.728493312374,33.82986796578292
4202.151307081804,35.395990689552065
4197.192031674087,36.72349664778778
4191.72913081944,38.12065086397932
4186.078638971783,39.5324378929992
4179.923334469087,41.02548856308128
4173.780749808997,42.37875027266323
4167.565052083693,43.84311922153354
4160.3102847142145,45.411369361586836
4152.935316295363,46.97963548067473
4146.092726686038,48.342221894148636
4138.883603625931,49.74268977179343
4130.5574682811275,51.37410532563363
4122.454579281621,52.891481685867014
4115.17513007205,54.21273269503328
4106.476563659497,55.73828244658332
4098.2044514408335,57.14658447631254
4089.101431570947,58.67171187265337
4079.807229630649,60.18804206639448
4070.293631736189,61.694440855649354
4060.349330721423,63.22316152476556
4051.180020969361,64.63119731719132
4040.730526579544,66.17580688236191
4030.2027784017846,67.69598559929014
4018.876459692605,69.2923253016208
4009.3183310674503,70.60150291721575
3997.169490193017,72.21035270961555
3986.2710882537067,73.68069916295329
3975.2901275055483,75.12868687757951
3963.3179449336603,76.64001137320223
3951.167790410109,78.149090925026
3937.543099964969,79.789505914183
3924.107195796445,81.42789037596233
3908.208690440282,83.27173336429325
3892.055323796347,85.08080036016368
3876.1401843558997,86.89882959755397
3858.7771995067596,88.79926165554504
3838.304049600847,90.97684636677594
3821.2146764788777,92.77647245832688
3808.003791745752,94.13078114900505
3794.5450367424637,95.4796369801388
3781.7979946946725,96.76538897815327
3768.349159773439,98.08486994415465
3753.9719887534156,99.47068530573912
3739.520207401365,100.84158343407043
3725.439406535588,102.20837643524725
3712.9605164006352,103.3085769393021
3698.3014194881544,104.6972180149586
3682.787380655296,106.11598692007584
3667.9646572303027,107.4249142586705
3653.4962544217706,108.71159329651385
3637.499048937112,110.09962820674399
3622.102382532321,111.42203181011821
3605.8375333528966,112.80252475696668
3590.12722423207,114.13838579171684
3576.5970692839473,115.24931744875771
3560.413694246672,116.5829747467815
3543.4572080429643,117.93588328059674
3526.446371256374,119.32292227364414
3509.84162450023,120.61778336554974
3492.435565044172,121.97603255663705
3475.464769237675,123.30763829226606
3456.7128718802705,124.7469792907216
3439.5778195485473,126.0400864289854
3420.740966892801,127.43380025673987
3404.056428162381,128.68102718779753
3384.0435928935185,130.12928466989547
3366.9678019350395,131.38975001512924
3348.4243104280904,132.7165041573119
3329.146161545068,134.06917812460088
3309.5327258920297,135.43867088117716
3291.9941974738613,136.6559552017565
3271.8593387240544,138.04130213993673
3252.2246589520946,139.38732177856323
3233.5490079671144,140.62367462242898
3213.4407073585317,141.97253516646754
3193.7307533212006,143.29355372151656
3173.31350883469,144.6113788205879
3151.7610039524734,146.01196929876338
3131.475217077881,147.2940329853177
3109.8202432552353,148.63993864059623
3090.832294800319,149.8835540283372
3069.1822589077055,151.22811647122438
3046.964740872383,152.58573687932343
3025.021972803399,153.928944170355
3003.497620044276,155.25161278616793
2983.1152504198253,156.4666631561537
2961.026915691793,157.77027970566695
2940.740712192841,158.96551870068987
2918.6250333627686,160.24276312923865
2894.6733373161405,161.66583289175165
2871.171711093746,162.99471207577457
2847.2886878643185,164.3459785812596
2826.4343144837767,165.53494730893811
2805.372403196059,166.71128935158387
2782.630519218743,167.98703407716945
2758.506606725976,169.2935130148722
2736.560366046615,170.48772618194536
2711.4297907352448,171.86060941455506
2688.4184041200206,173.08663102610691
2662.7752400934696,174.45831292272484
2638.3243286451325,175.78157491615778
2611.8891333099455,177.12921750879357
2589.6557065779343,178.29269418523023
2562.6810978529975,179.68787157298962
2539.527917747386,180.86880913555106
2514.398347824812,182.18408638435918
2489.7568143885583,183.3944657085579
2463.205511660315,184.71437805026778
2437.2303362106904,186.00215056478635
2409.7437375420704,187.36095373766088
2382.6212723888457,188.6664947932932
2357.787803434767,189.8890161518396
2332.017052117735,191.1396280322653
2304.7710214182734,192.41786796496868
2276.796217526309,193.76336204158562
2251.022586265579,194.96653356389277
2222.3715963680297,196.31297521186536
2196.0377557175234,197.5081508378888
2170.317890904844,198.71047778318493
2139.328472279012,200.1143453110123
2113.7590008946136,201.29007460937697
2086.628038567491,202.5079035795177
2056.088998891413,203.8750429808883
2030.0928635243326,205.04656597558088
1998.587621874176,206.43722754088063
1969.6041421107948,207.70105878117772
1940.8313403734937,208.95091959541136
1913.3692283416167,210.15085166847442
1882.9098100755364,211.45296324036565
1854.559823016636,212.66140505841486
1825.6500709876418,213.86643469082512
1798.471642455086,215.0231431256775
1766.489578448236,216.35541651728082
1737.738701455295,217.5412304949363
1707.0051185823977,218.76990946302718
1677.3486936558038,220.03936068405457
1647.2818493610248,221.257688067727
1616.631727637723,222.49267463044794
1587.1455303309485,223.6849091600482
1555.2025058809668,224.94932996216744
1523.895331471227,226.1928835282075
1492.6549792820588,227.41213198594147
1466.1687006335706,228.46834357590043
1433.1918289018795,229.7282670895386
1403.9484379002824,230.87255215348006
1375.110512108542,231.99040854575028
1342.7200600337237,233.2212232211844
1312.8533985186368,234.34890065250602
1279.3272706670687,235.6227355639478
1245.5766827734187,236.88523044347878
1217.4936072137207,237.92870318396695
1184.829451260157,239.14520790464795
1152.1475185519084,240.33595296774405
1119.4942410206422,241.5185151016405
1087.3857548255473,242.7005598049947
1052.6748600238934,243.95576741067202
1021.2294267825782,245.0759723000412
985.2627807985991,246.36095388292134
954.0456911576912,247.46208018345618
920.0605837488547,248.67771949664987
885.0643465304747,249.89887858601512
852.3918773094192,251.03987601611144
818.2800642820075,252.20281788779744
783.3038313826546,253.4256652965942
749.5312656778842,254.5717478325309
713.2220789240673,255.80686657367698
678.6098757898435,256.98439082537175
645.0931535754353,258.10929327300096
610.3336069714278,259.2778819893108
573.4646750008687,260.487625032475
538.5511777671054,261.6424208327884
500.79657179582864,262.8768058496759
466.30087570939213,264.0153910370878
431.8628178425133,265.12857971063954
395.939704942517,266.28935170344255
359.7256335429847,267.44992772744354
322.6097297305241,268.618029100799
287.403611429967,269.7348585544418
250.36556038912386,270.91232278796156
216.67217465024441,271.9768755596154
179.5627544457093,273.11816482234116
